row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Blank_Extract.mzML Peak area,sweetfern_catkins.mzML Peak area,tansy_dried_flower.mzML Peak area,bittersweet_berries.mzML Peak area,tansy_flower.mzML Peak area,goldenrob_fresh_flowers.mzML Peak area,plantain.mzML Peak area,tansy_leaf.mzML Peak area,ground_ivy.mzML Peak area,bittersweet_roots.mzML Peak area,goldenrod_dried_flowers.mzML Peak area,sweetfern_dried.mzML Peak area,goldenrod_leaves.mzML Peak area,sweetfern_fresh.mzML Peak area,Unnamed: 27
395,518.1760078519007,1.1873732,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27848.896,0.0,16943.795,
396,526.6679458914608,1.1873839,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20782.152,0.0,19640.498,
397,1005.2333632964888,1.1880283,,,,234.0,,,,,,,0.0,0.0,0.0,48546.062000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
398,634.2550672181712,1.1886709999999998,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,218020.97,260158.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
399,590.228890513959,1.1887345,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,49416.434,56568.184,0.0,40759.797,0.0,0.0,0.0,0.0,123558.29,0.0,
400,870.2416588153083,1.1891717,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22681.558999999997,0.0,0.0,0.0,0.0,0.0,0.0,
401,463.13227527291787,1.1892904,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18172.031000000003,0.0,0.0,0.0,0.0,0.0,
402,781.3084421989221,1.1892904,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22939.257999999998,0.0,0.0,0.0,0.0,0.0,
403,498.1509847106104,1.1904675,,,,234.0,72.0,[M+Na]+,,2.0,795;786,475.16180999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19009.16,0.0,0.0,0.0,
404,516.1250046534582,1.1904675,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13264.331,0.0,0.0,0.0,
405,537.0851023376919,1.1904675,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53268.79,0.0,0.0,0.0,
406,1013.317556960598,1.1907169,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,25866.016,0.0,58778.41,0.0,0.0,0.0,0.0,42568.914000000004,0.0,
407,837.1268371695503,1.1909292999999999,,,,234.0,74.0,[M+K]+,,2.0,804;790,798.16437,0.0,39951.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
408,559.1484057648366,1.1910526000000001,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,146337.27,101376.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
409,513.1216794849928,1.1913464,,,,234.0,73.0,[M+K]+,,2.0,793;798,474.15855999999997,0.0,0.0,0.0,86103.375,247924.61,190529.5,45265.457,925475.06,0.0,117436.914,1067026.1,74898.734,933496.25,45112.223,
410,1032.2963444184095,1.1915784,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,37118.52,0.0,0.0,23750.468999999997,0.0,0.0,0.0,0.0,15533.541000000001,0.0,
411,514.125006267114,1.1918476,,,,234.0,72.0,[M+K]+,,2.0,795;786,475.16180999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204731.44,0.0,175258.83,0.0,
412,719.2001673755956,1.1923517,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,45244.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
413,645.1635645303958,1.1923726000000001,,,,234.0,75.0,[M+K]+,,2.0,797;824,606.20054,0.0,0.0,0.0,18374.486,0.0,0.0,27966.792999999998,36905.42,227365.06,0.0,92454.51,39465.277,51983.684,28836.968999999997,
414,457.15530771580086,1.1925473,,,,234.0,73.0,[M-H2O+H]+,,2.0,793;798,474.15855999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31934.254,0.0,0.0,17420.277,0.0,34103.707,0.0,
415,515.1209305699548,1.1925473,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59811.227,0.0,0.0,79430.37,0.0,63668.605,0.0,
416,503.282437559386,1.1928121999999999,,,,,,,,,,,0.0,0.0,0.0,17747.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
417,984.304129488355,1.1928121999999999,,,,234.0,,,,,,,0.0,0.0,0.0,49734.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
418,821.154274158381,1.1932361,,,,234.0,74.0,[M+Na]+,,2.0,804;790,798.16437,0.0,25356.994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25333.316000000003,
419,599.1761900621043,1.1933036,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19965.506,0.0,0.0,16826.6,0.0,
420,483.1823057727022,1.1933936,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333204.94,0.0,0.0,0.0,0.0,
421,541.1739647845582,1.1934426,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,132109.92,100516.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
422,668.2608544538076,1.193434,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,106022.27,106508.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
423,1008.361429904093,1.1935127,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,96059.99,27672.984,0.0,64422.984000000004,0.0,0.0,0.0,0.0,37980.062000000005,0.0,
424,898.3394783108544,1.1945164,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,29171.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
425,495.1318891048563,1.1949664,,,,234.0,71.0,[M+Na]+,,2.0,774;812,472.14280999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72432.45,22863.664,0.0,24492.03,0.0,
426,527.1010650351625,1.1952530000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22849.824,0.0,0.0,0.0,
427,1075.3326086734205,1.1958241000000003,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,58656.63,24191.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
428,651.2452992712102,1.1971319,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,102340.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
429,1547.4738556490274,1.1971319,,,,,,,,,,,0.0,0.0,0.0,0.0,21046.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
430,1014.3203538562746,1.1979306,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,31025.174,0.0,0.0,19571.94,0.0,0.0,0.0,0.0,0.0,0.0,
431,602.182807599266,1.1981791000000002,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19393.748,0.0,0.0,0.0,0.0,
432,629.1898926595152,1.1983046999999998,,,,234.0,75.0,[M+Na]+,,2.0,797;824,606.20054,0.0,21458.012000000002,0.0,0.0,0.0,0.0,0.0,0.0,19865.875,0.0,0.0,17418.387,0.0,17044.049,
433,624.2345959517862,1.1990263,,,,234.0,,,,,,,0.0,13688.445,0.0,0.0,21533.854,0.0,0.0,0.0,28580.406000000003,0.0,0.0,16947.232,0.0,16849.596,
434,1207.3754726328516,1.1992788,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19152.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
435,453.1007920992148,1.2000363,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33603.863,0.0,0.0,0.0,
436,428.1181159284037,1.2027864,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24144.892999999996,0.0,
437,517.1425202421922,1.202964,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20489.6,0.0,0.0,0.0,0.0,
438,519.1913303476679,1.2029717,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,25647.541,36205.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
439,621.0958189027842,1.202964,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17423.213,0.0,0.0,0.0,0.0,
440,497.1478004593206,1.2032896999999998,,,,234.0,,,,,,,0.0,0.0,0.0,68977.79,0.0,0.0,0.0,106694.96,0.0,185254.9,149423.02,0.0,151304.89,0.0,
441,511.161604039442,1.2036053,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17024.164,0.0,0.0,44675.055,30609.242000000002,
442,783.2793849691496,1.204042,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,42656.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
443,824.2361129200797,1.204042,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,23732.727000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
444,557.1476728270724,1.2041641,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,1503916.1,1033373.9,0.0,18924.566000000003,0.0,0.0,20072.277,12239.372,14867.38,0.0,
445,447.0792243061656,1.2044611,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,19899.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
446,527.1368379501513,1.2049546,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,43810.133,0.0,0.0,0.0,0.0,153247.42,0.0,34965.64,0.0,
447,529.1163572839286,1.206842,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,14295.745,0.0,0.0,14848.7705,0.0,0.0,55104.63,0.0,16722.445,0.0,
448,446.26099629649565,1.2071501,,,,234.0,,,,,,,0.0,0.0,0.0,14709.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
449,821.231971240943,1.2077583,,,,234.0,77.0,[M+K]+,,2.0,857;845,782.26886,0.0,0.0,0.0,0.0,220745.25,632483.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
450,459.1018377241753,1.2083023000000002,,,,582.0,76.0,[M+Na]+,,2.0,847;848,436.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13780.937,0.0,0.0,0.0,0.0,0.0,0.0,
451,475.07434553768485,1.2083023000000002,,,,582.0,76.0,[M+K]+,,2.0,847;848,436.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20323.98,0.0,0.0,0.0,0.0,0.0,0.0,
452,747.2324661404572,1.2084228000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17098.297,0.0,0.0,0.0,0.0,0.0,
453,689.188919000325,1.2088116000000002,,,,234.0,78.0,[M+K]+,,2.0,850;865,650.22635,0.0,0.0,0.0,0.0,0.0,779387.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
454,1471.4599198192059,1.2088116000000002,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,17879.494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
455,685.1466055729055,1.2095962,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16393.857,0.0,0.0,0.0,
456,800.3031121953929,1.2101502,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,28251.097999999998,84848.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
457,627.2605975334222,1.212415,,,,,,,,,,,0.0,0.0,94677.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
458,805.2581247282035,1.2125351,,,,234.0,77.0,[M+Na]+,,2.0,857;845,782.26886,0.0,0.0,0.0,0.0,26442.145,115307.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
459,503.17184914885996,1.2126899,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16141.027,0.0,0.0,
460,659.1785934871791,1.2133664,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,17054.65,0.0,0.0,0.0,0.0,20535.56,0.0,0.0,
461,495.04268237487724,1.213976,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,44088.08,0.0,0.0,0.0,0.0,50618.42,0.0,0.0,0.0,
462,464.0953765254977,1.2143638,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11931.288,0.0,0.0,0.0,
463,479.07111437571655,1.2143638,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17353.605,0.0,0.0,0.0,
464,683.1430944187861,1.2146603999999999,,,,234.0,79.0,[M+K]+,,2.0,863;876,644.1800599999999,0.0,0.0,0.0,97612.42,0.0,0.0,26212.373,80319.3,0.0,0.0,152563.4,77079.09,54225.094000000005,79010.125,
465,673.2161502682062,1.2149298000000002,,,,234.0,78.0,[M+Na]+,,2.0,850;865,650.22635,0.0,0.0,0.0,0.0,81568.22,131354.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
466,442.0768534034622,1.2159874,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14988.636999999999,0.0,14964.257,0.0,0.0,0.0,0.0,0.0,
467,466.21113307944466,1.2162585,,,,,,,,,,,0.0,0.0,0.0,0.0,26740.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
468,463.09312835180634,1.2163743999999999,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,23079.467,0.0,0.0,0.0,0.0,46811.015999999996,0.0,0.0,0.0,
469,494.0351809934277,1.2163743999999999,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,46568.84,0.0,0.0,0.0,0.0,44316.26,0.0,0.0,0.0,
470,482.22325855807196,1.2178539,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41087.25,0.0,0.0,0.0,0.0,0.0,0.0,
471,468.21588344695823,1.2181771000000001,,,,234.0,,,,,,,0.0,0.0,92885.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19360.262,0.0,0.0,0.0,
472,662.2143879193773,1.218194,,,,234.0,,,,,,,0.0,20914.854,0.0,128590.65,0.0,0.0,0.0,38334.246,0.0,0.0,36311.14,120103.766,22683.535,150591.19,
473,467.21321508983084,1.2184993999999998,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42027.984000000004,0.0,0.0,129297.266,0.0,0.0,0.0,
474,659.1430103785848,1.218782,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,14928.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
475,667.1694054567946,1.219377,,,,234.0,79.0,[M+Na]+,,2.0,863;876,644.1800599999999,0.0,0.0,0.0,60894.992,0.0,0.0,0.0,0.0,0.0,0.0,30385.67,29664.625,0.0,51273.5,
476,684.1471229559734,1.2210317,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18315.662,0.0,0.0,0.0,0.0,0.0,19555.11,
477,503.16376456980834,1.2212945,,,,234.0,80.0,[M+K]+,,3.0,879;880;882,464.20052000000004,0.0,0.0,89120.0,0.0,0.0,0.0,0.0,0.0,35615.473,0.0,96823.92,0.0,0.0,0.0,
478,487.18977482844224,1.2219759,,,,234.0,80.0,[M+Na]+,,3.0,879;880;882,464.20052000000004,0.0,0.0,96001.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
479,626.2148681369919,1.2222579,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12898.732,0.0,0.0,0.0,0.0,12859.354,0.0,
480,465.20768201168573,1.2227197,,,,234.0,80.0,[M+H]+,,3.0,879;880;882,464.20052000000004,0.0,321894.62,16242229.0,185051.14,162402.48,145375.11,260752.81,1167645.1,483000.97,394020.25,3540616.2,599876.25,376176.2,1494995.5,
481,499.1423655516755,1.2227731000000002,,,,234.0,81.0,[M+K]+,,2.0,886;883,460.17915,0.0,0.0,0.0,0.0,0.0,22663.02,0.0,19802.238,35575.195,0.0,61785.52,38240.687999999995,88288.086,0.0,
482,455.18863887777667,1.2231606000000002,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,13346.059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
483,475.16592199619004,1.224647,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38267.617,0.0,0.0,0.0,0.0,23403.42,0.0,
484,483.1683154544014,1.225625,,,,234.0,81.0,[M+Na]+,,2.0,883;886,460.17915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25247.767999999996,0.0,19155.668,
485,464.1996494692618,1.226758,,,,234.0,,,,,,,0.0,0.0,118317.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
486,657.1848626706518,1.2268463,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50255.98,0.0,0.0,0.0,0.0,
487,512.1459467332389,1.2274153,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28857.555,0.0,0.0,0.0,0.0,0.0,0.0,
488,937.3002312873367,1.2279487,,,,1095.0,82.0,[M+Na]+,,2.0,892;893,914.31117,0.0,0.0,0.0,0.0,0.0,23741.558999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
489,953.2744834003647,1.2279487,,,,1095.0,82.0,[M+K]+,,2.0,892;893,914.31117,0.0,0.0,0.0,0.0,0.0,87286.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
490,446.0719041229921,1.228322,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,28573.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
491,652.2304266827274,1.23005,,,,234.0,,,,,,,0.0,0.0,0.0,0.0,60147.79,23421.705,0.0,0.0,0.0,42129.7,0.0,0.0,0.0,0.0,
492,799.2710079645727,1.2310341999999999,,,,,,,,,,,0.0,0.0,0.0,14441.836000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
493,539.1007554169664,1.2318227,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20953.586,0.0,0.0,
494,932.3457181492599,1.2327248,,,,1095.0,,,,,,,0.0,0.0,0.0,0.0,0.0,23077.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
495,428.15485900678345,1.2330923,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,37880.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
496,438.17587860441733,1.2330923,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,56330.655999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
497,448.1607160828704,1.2330923,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,33885.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
498,483.11096779956927,1.2334331,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25976.952999999998,0.0,0.0,0.0,
499,495.16836323843904,1.2343948999999999,,,,792.0,83.0,[M+Na]+,,2.0,916;915,472.17928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31531.932,0.0,0.0,0.0,22392.88,0.0,0.0,
500,511.14258276052993,1.2347137,,,,792.0,83.0,[M+K]+,,2.0,916;915,472.17928,0.0,0.0,0.0,0.0,24399.254,0.0,0.0,195631.5,0.0,0.0,0.0,19299.365,0.0,0.0,
501,439.0850193679045,1.2350701000000002,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,16308.872,0.0,55502.094000000005,0.0,128002.125,0.0,25257.292999999998,78655.13,38636.434,29193.457000000002,
502,636.2707434187732,1.2353511000000001,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,52921.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
503,509.1265942034413,1.2361574,,,,792.0,86.0,[M+K]+,,2.0,949;921,470.16365,0.0,0.0,0.0,0.0,92933.6,0.0,0.0,185799.8,0.0,0.0,0.0,0.0,0.0,0.0,
504,641.2265300945015,1.2361606,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,11412.794,0.0,0.0,69141.6,0.0,0.0,0.0,0.0,0.0,0.0,
505,497.1269226086934,1.2366351999999998,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17058.217,0.0,0.0,26764.104,43062.13,0.0,
506,784.3084711119293,1.2367721,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,18090.115,0.0,31656.232000000004,0.0,49325.585999999996,0.0,0.0,0.0,0.0,0.0,
507,440.2126428915743,1.2369639,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48375.64,0.0,0.0,0.0,0.0,0.0,0.0,
508,483.15379216846634,1.2369639,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27986.772999999997,0.0,0.0,0.0,0.0,0.0,0.0,
509,491.1404279687913,1.2369639,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40671.05,0.0,0.0,0.0,0.0,0.0,0.0,
510,510.12989571378915,1.2369639,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33714.54,0.0,0.0,0.0,0.0,0.0,0.0,
511,637.2096043823893,1.2369639,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34565.984,0.0,0.0,0.0,0.0,0.0,0.0,
512,501.18150491988416,1.2370205,,,,792.0,87.0,[M+H]+,,3.0,937;938;950,500.1741,0.0,0.0,0.0,0.0,166198.98,214156.45,0.0,0.0,0.0,0.0,114078.6,0.0,0.0,0.0,
513,523.1633139409091,1.2370205,,,,792.0,87.0,[M+Na]+,,3.0,937;938;950,500.1741,0.0,0.0,0.0,0.0,178482.66,292905.53,0.0,0.0,0.0,0.0,175662.64,0.0,0.0,0.0,
514,541.137847748235,1.2370205,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,71336.6,85362.89,0.0,0.0,0.0,0.0,77070.83,0.0,0.0,0.0,
515,640.1943862535958,1.2371003999999999,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31778.404,0.0,0.0,0.0,0.0,0.0,
516,592.2445237738738,1.2381668,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,20268.463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20087.275,0.0,
517,502.18498211776665,1.2382022,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23146.537,0.0,0.0,0.0,
518,597.0708010332777,1.2382022,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16806.393,0.0,0.0,0.0,
519,428.21285630387933,1.2385423,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,148395.31,0.0,0.0,150578.88,0.0,0.0,0.0,0.0,0.0,0.0,
520,539.137146558329,1.238612,,,,792.0,87.0,[M+K]+,,3.0,937;938;950,500.1741,0.0,0.0,0.0,0.0,877855.44,960306.5,0.0,0.0,0.0,0.0,843964.75,0.0,0.0,0.0,
521,616.2448229686645,1.2388142,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,16412.18,39932.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
522,633.2348669662642,1.2388128999999999,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,46893.887,29080.906000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
523,484.1166135137847,1.2399741000000002,,,,792.0,,,,,,,0.0,45749.566,0.0,40003.305,17973.76,16763.84,0.0,0.0,83749.88,0.0,0.0,0.0,18036.277,0.0,
524,427.200353748153,1.2401256999999999,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,42905.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
525,540.1406911721781,1.2401256999999999,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,184666.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
526,630.2600464248485,1.2401256999999999,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,47601.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
527,456.17121907895125,1.2401632,,,,792.0,,,,,,,0.0,0.0,0.0,20372.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85855.74,0.0,46872.61,
528,618.2602868890702,1.2402018,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,494468.66,452432.6,0.0,0.0,0.0,0.0,55647.54,0.0,0.0,0.0,
529,469.1318036962477,1.2404895,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,41808.62,0.0,0.0,0.0,0.0,51932.773,0.0,83452.63,0.0,
530,518.2079437389501,1.2406206,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,98208.33,118662.164,0.0,0.0,18452.9,0.0,68486.88,0.0,0.0,0.0,
531,507.0747198277589,1.2408678999999998,,,,792.0,88.0,[M+K]+,,2.0,1004;964,468.11152000000004,0.0,0.0,0.0,28014.46,0.0,0.0,0.0,0.0,0.0,87045.33,0.0,0.0,0.0,0.0,
532,426.19703226780615,1.2409296,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,188945.12,0.0,0.0,89626.55,0.0,0.0,0.0,0.0,0.0,0.0,
533,639.2105457753217,1.2409309,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,26264.897999999997,0.0,0.0,51168.84,0.0,0.0,0.0,0.0,0.0,0.0,
534,474.21793612348944,1.2409825,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42829.504,0.0,
535,467.1947247872295,1.2410796,,,,,,,,,,,0.0,0.0,243216.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
536,439.12137791383867,1.2410938,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16906.693,0.0,22473.75,0.0,38907.355,12228.903999999999,
537,460.20242413485335,1.2411263000000001,,,,792.0,,,,,,,0.0,0.0,0.0,34174.414,68604.45,33245.84,49545.63,19762.248,104304.7,12515.944,0.0,52583.504,101781.05,61159.187999999995,
538,486.17056200118105,1.2411499,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37176.86,0.0,0.0,0.0,0.0,
539,914.1866190990221,1.2413664,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20820.933999999997,0.0,0.0,
540,1077.2512207267682,1.2413664,,,,792.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25358.879,0.0,0.0,
